StudentID,GPA
7712917,3.06
2462462,3.48
9799606,2.82
5220246,3.24
8054772,2.4
4336346,2.94
1880019,2.89
7784278,2.7
3840945,2.95
3666085,2.27
8511516,2.72
6940307,2.91
6947550,3.53
5570410,3.2
4158679,3.32
3332738,2.98
3482627,3.22
5414391,2.95
4041265,3.04
3376262,3.22
7159312,2.55
3580912,3.14
6614336,3.38
1568394,3.49
5683245,3.06
1580457,2.44
6720493,2.19
5958258,2.61
8307617,3.1
5039216,3
6169106,2.32
3269407,2.71
4773886,2.67
2082304,2.38
3969667,3.24
3961356,2.91
6015267,2.9
7311518,3.19
2242920,3.17
4644984,2.43
8860822,2.7
5749096,2.89
7500799,3.35
2311123,3.11
2442991,2.35
1842703,3.11
4972702,2.49
2337327,2.31
2984202,2.88
6236199,3.09
5624840,3.02
8556853,3.28
1737212,2.93
1895679,2.94
1877913,2.49
4529462,3.27
5777484,3.19
4168075,2.89
1159378,3.06
6934564,2.71
8098963,3.01
2188204,2.87
7597609,2.32
6139676,1.82
8569326,3.23
2557857,2.93
4660583,3.23
5255718,2.86
2516946,3.36
1269924,2.73
4463549,3.05
8410252,3.13
9907218,2.77
4702405,2.92
4766708,2.62
7093452,2.68
4981114,3.33
7496534,2.51
1191666,3.08
8094847,1.82
5950853,2.84
4595538,2.74
5113797,2.68
4508334,2.68
6360641,2.39
2674643,2.73
3923929,3.26
9854999,2.93
7365750,2.6
1782745,3.32
3423917,2.79
7617212,3.02
4726182,2.58
2382179,3.05
4188115,2.58
6189673,2.87
2945173,3.24
8962643,2.85
3505376,2.94
7105359,2.6
1445953,3.45
9239079,2.67
5200541,3.21
5247003,3.07
1311139,3.13
5957783,3.16
7061449,3.13
7785566,3.32
9387424,2.9
1277658,2.83
2273228,2.7
3453669,3.06
4669522,2.71
9191053,3.47
8685126,2.85
4452887,2.81
3898894,2.63
4182651,3.29
5141957,3
8432171,2.7
7716114,3.36
1868660,2.64
5513078,2.56
2258275,2.48
5404414,3.01
4210883,2.54
1731341,2.92
9216084,2.2
7937149,3
7167427,2.88
5499776,3
2628673,2.83
7201647,2.96
5355904,2.87
7011419,2.71
4378723,3.3
5690493,2.1
5861090,2.67
4388550,2.71
5555911,3.1
6804218,3.21
8296639,3.11
4619420,2.32
4404808,2.7
7022273,3.11
4289357,2.16
6961580,3.28
8489307,3.03
3564769,2.92
8077827,3.09
3949748,2.24
5601231,3.19
6987775,2.89
1404010,3.09
4124706,3.41
4496186,2.89
6762980,3.29
3579570,2.95
1740557,3.05
1867733,2.79
8480765,2.87
6219644,2.64
2674582,2.63
9053975,2.79
6387872,2.61
1908741,2.82
7965840,3.44
9180412,3.4
2210880,3.3
5090915,3.02
9979073,3.03
4672371,3.02
8605167,2.47
7268235,3.02
6687235,3.1
8888114,3.17
9240899,2.78
8415004,3.08
4814971,2.62
5945515,2.6
3025099,2.89
4222715,2.6
3453428,2.8
5017037,3.15
7755794,2.68
1244468,3.13
3504097,2.99
2435346,2.46
3155329,2.97
2900950,2.92
1315156,2.82
2748404,2.71
2529325,3.28
6017423,2.76
4507783,3.18
8547882,2.89
1192263,2.56
3852344,2.71
7190273,2.65
9879076,3.63
5974074,3.62
6625651,3.11
6121540,2.95
7384052,3
6017299,3.15
1027945,2.91
3252729,2.98
6638683,3.21
2428521,3.47
3683770,3.39
9286102,2.84
6335906,3.34
6034796,3.29
6125072,2.81
4557037,2.6
8780093,2.93
9652726,2.98
3349224,3.23
1838082,2.85
2180800,2.91
4417768,2.75
2455318,2.18
4094083,2.15
5273627,2.88
8695797,3.15
9221711,3.01
6423987,2.82
7868063,3.03
6257065,2.51
6916832,3.02
6762818,2.65
3256152,3
4312520,3.33
4195979,3
4073902,2.71
6260927,2.83
7411868,2.52
7911763,2.85
6107114,3.05
6989151,2.24
3602309,2.95
2028450,2.95
3141389,2.65
7332048,3.03
3249900,2.74
8492904,3.18
6361141,2.74
6757495,3.24
3931215,3.35
3642508,3.39
7605211,2.03
7854041,3.08
7951330,2.19
2699101,2.93
5804628,3.18
3412600,3.14
4080989,3.13
3274305,2.46
6001400,3.33
6445529,2.37
8517844,2.53
2799902,3.26
9451402,3.09
4918558,2.76
8874865,2.56
9862395,2.66
8996367,2.93
2070630,3.19
3100528,3.27
7093459,3.3
7725991,3.18
8281135,3
2533177,3.07
1657965,2.44
9643847,3.04
1640061,3.01
5863298,3.3
7437848,2.49
3596798,2.77
3444275,2.83
2427425,2.41
5170430,2.47
4618944,2.72
3746467,3.46
1040169,2.55
9257123,2.22
4611063,3.11
6400947,2.54
6326545,3
6697835,2.93
3942442,2.79
3726013,3.23
7580297,2.76
6329294,3.21
1577551,3.26
3739033,2.7
8627453,2.93
7152032,3.3
5914245,3.3
1435517,2.56
4774141,2.64
3981046,2.88
2508972,2.37
3100994,3.31
7121675,2.81
8217704,2.66
1355120,2.77
2432430,3.01
8252283,2.32
5849590,3.24
8683245,2.68
5699282,2.75
7468104,2.86
8060893,2.38
3936305,2.97
5967989,2.48
5696796,2.95
2518855,2.77
2381142,2.88
8104404,2.97
5352090,3.28
3457427,2.73
1633996,2.79
2258817,3.05
6878264,2.16
6316560,3.21
5471999,3.03
3837406,2.55
7420131,2.88
4908640,3
4404777,3.48
3586439,2.64
4878190,2.95
4118618,2.64
1843418,3.08
4414664,2.88
5911928,2.85
9315616,3.15
2114227,2.68
1283869,3.08
9302543,3.33
7324223,3.21
9201196,2.97
4709566,2.7
8760332,3.28
3992032,2.6
9043380,2.43
5929870,3.03
3796936,2.91
2826744,2.77
6098285,2.82
5158497,2.98
8604455,2.92
9790350,2.51
2000151,3.04
9549465,2.7
5020730,3.05
9671119,2.9
5962063,2.52
8537628,3.33
3638876,3.14
4308881,2.54
5107537,2.44
9465732,3.21
2402111,3.08
8515621,3.01
5580298,2.82
6783973,2.32
6833716,3.28
2606652,2.86
2495098,2.9
6394333,2.95
9494959,2.37
3932038,3.21
5368692,2.91
6319301,2.87
6643488,2.48
2994960,2.94
4310165,3.36
4124643,2.8
7646323,2.94
6990456,2.52
2236690,3.09
2720688,2.78
3281851,2.59
1421100,2.89
4652026,2.7
6739033,2.81
5906556,2.92
9086055,3.15
9490428,2.95
7518257,3.06
5354452,3.14
8917438,2.64
5122277,3.35
7384037,3.19
7314864,2.69
7424873,3.3
8696747,3.01
7345992,3.02
6304684,3.17
7003821,2.91
3880136,3.23
3728573,3.25
7299738,2.37
8909561,3.13
2967421,2.81
9562041,2.71
8351184,2.76
3368032,2.88
1724161,2.49
6221905,2.51
8739663,3.06
9136667,3.05
8026250,2.94
1243818,3.15
9677837,2.91
3960425,2.98
1167249,3.06
8462874,3.02
4870863,2.26
6400258,2.89
7496710,2.84
5271759,3.4
2727247,3.14
7437007,2.99
5111966,2.7
1443920,3
1418846,2.78
9644862,3.18
5158547,3.11
1860869,2.78
5633879,2.91
7884804,2.83
3308090,2.9
9787418,3.35
8747757,3.01
6685515,3.04
7314958,3.21
8249175,3.37
9625288,2.89
4359871,3.04
2098029,3.14
6129056,2.69
4988259,2.4
6852017,3.06
2020631,3.13
3564572,2.57
9202742,3.01
9769128,3.12
4445428,3.25
1833557,2.45
4321803,2.88
4631389,3.13
3116965,2.88
7018708,3.1
7697551,3.1
7872809,3.25
3672473,2.64
8425498,3.31
8015508,2.85
9757080,3.1
5482240,2.84
9507628,3.36
6090802,3.09
6330989,2.85
9948627,2.57
8194995,3.03
8058110,3.09
7758856,2.61
8343816,2.78
1738494,3.54
5654162,2.67
9660724,2.51
8102281,2.83
7296331,3.3
2949572,3.1
1232297,2.54
8104205,2.94
4272797,3.39
7736251,2.95
4979155,3.04
1462054,3.04
3899707,2.23
4070518,2.61
5989216,2.13
3530500,3.33
4440397,2.79
1642945,2.99
1200632,2.91
8280128,2.5
9016662,3.04
2587599,3.42
5760850,3.04
2972838,3.05
7006551,3.08
1692542,2.79
4907014,2.94
9677316,3.18
1608427,3.15
4996427,3.27
8007959,2.36
3713351,3.05
2620076,2.83
6525751,3.09
4265974,2.79
1255095,2.8
7147000,2.75
9375841,2.91
1021999,3.02
7135901,2.69
6394829,2.5
2210666,3.02
8491993,2.62
2256922,2.23
2738878,2.7
5300223,2.41
2771135,3.1
1946600,2.95
8703628,2.79
9539149,3.12
9344340,3.15
8798552,2.89
1744866,2.44
1915139,3.19
9426620,2.53
5976971,3.17
8375553,2.22
1646080,3.1
3845615,2.86
8849218,3.07
7869383,2.69
2554850,2.34
5623627,2.92
7506120,3
6092717,3.21
4197709,2.67
4834263,3
3539770,2.84
5022862,3.05
9015665,2.51
4503674,2.78
4712059,2.84
5132277,2.92
9526943,3.11
6559829,2.61
3530892,3
9911795,3
4681479,3.04
2390587,3.38
3204886,2.53
9116005,2.96
5907068,3.12
9376021,3.02
6043790,3.01
5831725,3.02
6498560,3.21
5255858,2.39
1657726,2.16
6257091,3.49
9896085,3.15
6189404,2.73
6267485,3.24
6681497,2.19
8682234,3.01
6369945,3.18
6346368,2.98
4091717,3.5
3246184,3.23
8748667,3.12
1225268,2.79
5829555,2.44
9292959,2.74
1658475,3.14
8831534,2.98
3847553,2.99
2379317,3.38
9737125,2.94
1359262,2.89
1258665,2.39
2198780,3.18
4797942,3.03
1975837,2.75
6408910,3.1
8561448,2.63
4062467,2.54
8825796,2.59
8575833,3.02
3023227,2.54
1818753,3.21
7554366,3.12
1091621,3.02
3173346,2.99
8282626,2.86
3944611,2.98
7141998,3.51
1501528,3.08
1927440,3.22
5996035,2.51
4037036,3.13
7148765,2.89
4507941,2.95
4730803,3.39
5857365,3.43
5370584,2.94
4024009,3.26
9698857,2.91
1848729,2.64
4521352,2.76
3641754,3.02
5164680,3.05
1786505,3.05
5388939,3.32
9509573,2.72
3256076,3.11
6778257,1.8
2107132,2.01
8267532,3.07
9169129,3.3
9153041,3.22
3722130,2.92
1732031,2.75
5357456,2.59
9196648,2.89
1195049,3
5720756,3.23
8575566,2.79
5323503,2.98
9124956,2.65
4584342,2.35
1511274,3.27
1279708,3.02
6815290,2.86
6093030,2.51
5244291,2.89
2198929,3.23
7593612,2.63
7144241,3.22
4591577,2.61
6309514,2.4
4876800,2.85
4747451,2.84
3720976,2.94
2349100,3.14
1972408,2.89
1947203,3.1
3624747,3.37
5510736,2.85
1908232,2.42
8559575,2.5
4545867,3.26
3450358,3.1
3757773,2.62
9328018,3.17
5460005,2.72
8157755,3.1
9761613,2.65
3290666,3.19
9772252,3.19
5130777,2.91
6750385,2.82
7163270,3.15
8494248,2.63
9841519,2.23
9308474,2.98
4607184,2.92
5111176,3.31
3341879,3.12
3967682,2.37
1434020,2.54
6531489,2.37
8834784,2.79
6505384,3.12
7721686,2.88
4273748,3.28
4242373,2.87
6341432,2.71
8650023,3.28
6993964,3.12
5424137,3.2
4629678,3.25
4814089,2.62
4383375,3.36
7517599,3.25
3518241,3.38
7614226,2.73
9836262,3.16
7068139,3.12
8648143,2.95
4342721,3.12
2419548,2.43
3908652,2.98
7292700,3.43
3855531,2.52
8776095,2.52
7476885,3.23
2347370,2.54
2031615,3
4046623,3.44
8925568,2.93
2662563,3.34
1855318,2.93
1336214,2.75
2168382,3.02
1636852,2.59
7270124,2.6
3640481,3.48
9673670,3.3
2951353,2.29
7631851,3.24
5206108,2.98
7809600,2.47
7808266,2.94
4553981,2.9
5511548,2.88
1771348,3.19
7448011,3.09
5161521,2.72
7929325,3.12
8790311,2.88
7164365,2.96
5546652,2.72
1916837,2.6
6896779,2.52
6058475,3.24
3163343,2.91
8839095,3.22
6016606,2.99
4070964,2.98
7534395,3.14
3541734,2.94
9965402,3.4
8938998,3.12
6142345,3.43
5226993,3.13
8494139,3.15
7092483,3.23
3622962,2.95
4515741,2.74
1512136,3.27
2652595,2.82
7250393,2.96
4112582,3.11
5491398,2.9
7988910,3.09
2951395,2.64
9940428,3.32
6042062,3.24
3655965,2.95
8799095,2.87
7361129,3.22
5687627,2.98
9030262,3.01
7282849,3.05
9385898,2.83
9039210,3.19
7726709,3.08
6484588,3.3
2226176,2.2
5881226,2.95
8637684,2.4
7512393,3.12
9935914,2.86
5239030,2.58
2967212,3.21
6884173,3.36
4122019,2.5
1379839,3.01
7032969,2.92
3826345,3.18
3118015,3.02
1191888,3.06
3780214,2.55
3034588,2.71
4254988,2.86
1874533,3.24
8144471,2.77
4782577,2.21
4993820,2.92
7154051,2.75
8916059,2.57
6646317,2.81
7677662,2.15
3108928,3.38
7477002,3.24
4872457,2.53
7808494,3.21
6058538,2.93
3306751,2.88
9351045,2.65
9524354,2.99
9854877,2
8695481,3.23
1422026,3.35
2295670,2.89
5645810,2.76
8490159,3.28
5692183,2.65
9275342,2.45
8702088,2.74
9203235,3.3
5133903,2.22
1346174,2.81
3655018,3.3
5685666,2.74
3359150,2.67
7654894,2.63
1869127,2.51
5063342,3.24
3036507,3.05
9043377,2.86
5828050,3.03
2529794,2.75
6014089,3.19
7201106,3.11
9664745,3.01
3389349,2.55
4558984,3.02
8122033,3.13
6238466,3.32
2171414,3.49
3212297,2.59
7876737,3.11
1128100,3.01
3713541,2.73
7130530,2.48
7541241,2.96
9434125,3.18
8855487,3.34
5653666,3.37
6651372,2.89
8713088,2.54
9391320,3.09
9167982,3.39
9930720,2.73
4126161,3.32
2064644,2.94
5767651,3.07
2144867,3.22
6197832,3.19
6303944,3.39
2523585,2.87
2205316,2.55
2450608,3
9928792,2.74
9148654,2.79
9830737,2.61
6185815,3.03
8922807,2.49
2519008,3.22
1372952,2.97
9422051,3.15
6557366,3.2
8871017,3.01
8073321,3.33
8510970,2.85
3681779,2.9
1302131,2.38
2297230,3.15
4742578,2.91
8556092,2.95
1818384,2.28
3731302,3
3857336,2.96
1024359,3.26
9116901,2.55
1858100,3.13
3648912,2.79
2192436,3.16
6497005,3.2
4788087,2.95
4334535,3.33
4756351,3.05
2422231,2.52
5570688,3.33
4574164,3.02
5370810,3.02
1407238,3.3
7250911,3.22
8175082,3.13
6434284,2.27
7639621,3.18
7271575,3.14
6708301,2.62
1583766,2.58
9985945,2.65
6089489,3.02
5429778,2.51
8298427,2.97
1663037,3.6
6139061,2.82
7005018,2.77
7728595,2.98
1018138,3.01
3265801,2.99
3656369,2.45
8891777,3.14
9654165,2.91
7765521,2.89
6143489,3.09
7583251,2.7
6028334,3.17
2612616,2.95
1399930,3.27
9126683,3.23
5912366,3.38
5225217,3.14
5111334,3.47
5104528,3.2
8111404,2.58
9207574,2.77
1778919,1.87
9383590,3.07
1081742,3.04
8572086,2.68
8702019,2.65
3247182,3.13
3166229,3.05
7908872,2.95
5431500,3.35
6365095,3.29
4113678,3.09
1510564,2.79
9096027,3.37
3413442,2.75
7748477,2.93
9569398,2.58
6629562,3.12
8839221,2.9
5104157,3.04
7776336,3.19
1540304,3.29
8391303,2.41
1824702,2.98
8525931,3.02
1713453,2.42
1503251,3.13
7113641,1.81
7119033,2.28
4194557,2.55
3618090,2.38
8634251,2.44
9989503,2.98
9020876,2.33
4510641,3.31
3578485,2.83
9786248,3.04
9970514,3.2
7060335,3.01
1432496,3.08
1612836,3.15
2624117,3.3
4799748,3.27
5800519,2.89
3737106,3.23
2467460,2.78
4263339,2.75
2050239,3.16
7225323,2.74
8539800,2.89
3592613,3.14
9559510,3.28
8878943,2.93
5596530,2.89
1533136,2.87
8654601,3.22
2793742,2.47
5628104,3.07
2749788,2.95
6799702,3.53
3679789,2.58
5642672,3.01
7013690,2.77
5049204,2.96
8836675,2.84
6443911,3.25
9947693,2.8
9661338,2.75
1693786,2.71
8703766,3.41
5437785,3.35
2959438,2.72
3719765,3.05
1933363,3.05
5992195,2.95
1001578,2.45
7891899,2.81
2295473,3.03
5745873,2.9
7788947,2.72
1290574,2.94
5346983,3.11
9250129,2.56
2795821,3.21
8887477,1.92
5895090,2.56
5996602,3.16
9469490,2.74
5882924,2.8
8164946,2.47
5139135,2.76
5671259,2.37
6370918,2.69
8525369,3.03
6497700,3.22
4226655,3.06
1367571,3.19
5532492,3.17
1362144,3.13
7635207,2.26
4901176,3.38
1300918,2.93
5818977,2.64
5855870,3.47
3346885,3.39
9957270,3.06
2124202,2.84
1087684,3.22
2396252,3.4
8170994,2.1
1972344,2.63
2552997,2.85
8889863,2.55
8187339,2.94
9621751,2.98
7823488,3.45
6859750,3.29
7966509,2.79
1919010,3.18
7235332,3.2
7046727,3.4
5602898,2.98
2014159,2.55
5310219,2.95
5043510,3.09
7955287,2.87
6880348,2.88
4165095,2.52
3082019,3.1
5685232,2.39
4088115,3.41
7681367,3.09
2122339,2.84
1607413,2.45
9904227,2.55
8533007,2.64
6307772,2.82
2985417,3.02
7084031,2.98
6463225,3.33
5909232,2.54
7154709,2.94
8025671,3.12
6351691,2.8
6324756,3.08
4352474,3.16
8065043,3.05
4566436,3.07
7127372,2.85
1409608,3.42
5165405,2.85
7504833,2.9
2072730,3.53
8707638,2.64
5629967,3.3
7249744,3.3
5359474,3.17
1827275,3.09
1605688,2.79
5463223,2.66
6896478,3
9380089,2.78
2284978,2.75
9429262,3.07
3148270,2.89
7280592,2.73
8950092,3.03
9068248,3.14
3618093,3.07
5661915,2.96
5273074,3.05
3591694,3.1
6506525,3.19
7646032,2.52
8823154,3.03
6774820,2.94
2984117,3.1
8625051,3.5
8976452,2.87
8097235,3.22
9599679,2.97
7747545,3.19
3232976,2.85
3974909,2.55
2140714,2.89
7606201,2.7
7920486,3.54
3482786,2.77
3283376,3.21
8897139,3.18
5858688,2.99
4978995,2.48
8978966,2.62
4133341,3.28
7606547,2.89
5529069,3.09
6269492,2.69
7480565,2.37
5738649,3.11
2263902,2.31
5670811,2.37
5092371,2.93
8290578,2.89
1911665,2.42
9821345,2.98
3638789,3.16
2071654,3.21
8591216,3.16
3482565,2.42
8848791,2.71
6572015,2.91
1268101,2.74
5320407,2.98
6753271,2.93
5081159,3.11
3563477,3.11
2889517,2.81
1994139,2.51
3015690,2.72
6281339,2.62
4527340,2.08
7764844,2.85
2870972,2.52
7652124,3.27
2594464,2.81
3782061,2.57
3791956,3.09
6272397,3.15
4193097,2.89
5291658,3.3
3651562,3.11
4733491,3.07
6326605,3.1
7913161,3.15
7722836,2.67
7562447,2.87
7740171,2.92
1422804,3.37
6966917,3.07
6574128,2.98
2478541,2.6
6169229,3.16
8964485,2.72
3023949,2.87
5631741,3.09
9027024,3
7331311,2.24
9720099,3.3
5063641,2.99
8162513,2.85
2803366,2.94
9838688,2.81
4239997,3.18
3551463,2.57
3605741,3.08
8275950,2.73
7508123,3.07
2325588,2.63
7641441,2.75
2784491,2.92
4221420,3.03
1008543,3.05
4260706,3.27
3762142,2.72
5011349,2.68
3780894,3.11
3915320,3.13
4021776,3.29
5759898,3.18
7790050,3.4
5994548,2.68
8815636,2.9
9060462,3.34
5797654,3.26
6365569,2.69
6405189,2.69
8390389,2.61
9679662,2.77
8001509,2.7
6040385,2.7
4530564,3.07
2097542,3.3
2048385,2.3
9030420,2.95
6788866,2.9
1022703,3.03
2083564,2.5
2562869,2.9
7544785,3.22
4717783,2.87
8892983,2.64
8140853,2.65
6792450,3.3
5779207,2.89
5118191,3.2
1665488,2.97
3921923,2.96
8437377,2.93
6023833,3.05
4039535,2.6
3990149,2.55
3059835,2.71
6275613,2.56
1847058,2.45
5937097,2.97
6788496,3.31
9561135,3.1
7805332,2.41
3616774,2.36
3621826,2.59
2201208,3.01
4685140,2.88
1577387,2.47
4772832,3.13
8234744,3.12
7779331,2.45
1968845,2.96
1542134,2.93
3246560,2.52
6135624,3.11
3566692,3.03
3718222,2.91
9012740,2.37
5087204,2.93
3828812,2.56
7751459,3.33
6735293,2.95
8966861,2.71
1791680,3.36
9319758,3.09
4625945,2.94
9463446,2.9
9025070,2.77
1331895,2.55
5415118,3.3
4379099,3.06
5468181,3.25
2669552,2.98
9284815,3.02
2196205,2.98
8985413,2.97
8759946,2.97
6371633,2.7
8057448,3.01
3562573,3.02
8418493,2.5
8780981,3.09
6089234,3.1
5913985,2.61
7249538,2.34
1019182,3.11
2848583,3.21
8651663,3.39
7936131,2.81
9734624,3.42
9887687,2.68
9135832,2.74
3245217,2.74
3717587,3.19
7726673,2.95
4415344,2.87
2664233,2.92
6172425,2.97
3595537,3.14
8968542,3.11
1561696,3.08
4181417,3.18
1222555,3.21
5153943,3.12
5718153,2.87
8651256,3.33
8771970,2.96
1386629,2.57
6895286,3.52
6357944,2.45
4342813,2.68
7699070,3.1
9952437,2.87
9853808,3.25
6267482,2.59
4863320,2.3
5378471,2.66
5434709,2.54
2213553,3.06
9179839,2.58
5519895,2.95
9360470,2.72
7583196,3.34
6123295,2.74
1960700,3.42
1983622,2.67
5242691,3.18
7807726,3.25
8947877,3.32
4574185,3
1953906,3.07
5884078,3.18
3042541,3.38
8591283,2.78
6150255,2.64
8951880,3.43
4147595,2.69
1023415,2.78
7352001,3.32
9366229,2.81
7009835,2.51
8904950,2.99
8711668,3.03
7000493,3.08
4898071,3.03
5647008,3.2
3624501,3.2
9583666,3.1
7535339,3.06
1342244,2.32
2686936,2.5
8728234,3.08
8458534,3.45
6876363,3.23
6441719,2.58
7529311,2.98
8094243,3.1
9194050,3.15
2866699,3.12
1379988,3.05
2401194,2.96
9320281,3.29
9770824,2.57
5941782,2.89
5204450,3.12
8640676,2.9
4470447,3.18
6186226,3.26
2318997,3.3
4013358,2.69
5458785,3.17
6498179,2.9
8532134,2.98
8953427,2.9
5028620,2.84
9705229,2.93
2246020,3.35
2513843,2.88
5858209,2.89
5699190,2.88
2851355,3.01
3718890,3.04
9620966,2.93
6689164,3.07
1311995,2.99
1481972,2.91
5528621,2.29
5034952,2.65
2192399,3.11
3514248,2.71
6086412,3.33
8305851,3.24
9168000,2.99
6905035,2.6
6068444,2.87
1188562,3.34
4600250,2.86
2584185,3.39
4237129,2.85
9162921,3.02
4479530,3
3024805,2.48
7206521,3.27
9398395,2.89
8475903,2.85
3492696,2.97
7534927,2.7
9348365,2.65
6919158,3.19
9924108,3
6301902,2.67
1478858,3.64
2414263,2.33
3142062,2.86
5609085,2.59
6890006,3.25
2823867,3.22
8674312,2.88
6976670,2.98
4011248,2.81
1798065,2.45
5733100,2.97
1722241,3.23
6372317,2.49
7575689,2.69
8720481,2.6
1553029,2.56
9603005,3.37
4353470,2.8
7042844,2.57
6287716,3.11
2803265,2.94
2643501,2.14
8855559,2.82
2224079,3.06
4995971,2.65
3503149,2.68
9422233,3.35
8414508,2.52
2212917,2.85
4727861,3.12
7457430,2.82
1536791,3
4537864,3.05
1003021,2.32
4146052,2.86
1094509,3.11
4296855,3.13
8054038,2.99
3295973,3.14
2702350,2.84
9762116,2.63
3284607,2.59
3284887,2.99
3881568,2.76
2791351,2.22
3192808,2.99
7076618,3.01
6333600,2.73
1563074,2.41
4959336,3.35
9776780,3.43
3937554,2.83
1958412,2.93
4949759,2.41
7435435,2.73
4755418,2.9
5078509,3.29
9335342,2.74
9889343,3.25
7281979,2.83
3938664,3.08
5781233,2.58
9491038,2.95
9462887,2.93
1088277,3.02
4127291,2.17
4199198,2.93
2206517,3.06
8705515,3.34
7544179,3.41
6257839,2.96
3662176,3.13
2480267,3.19
2931914,2.85
5609193,2.93
6581039,2.65
2315563,2.97
8223080,2.24
6764097,2.93
9677370,2.97
1723659,2.82
4539506,3.01
7949454,2.9
3799071,2.82
4118159,3.17
4887209,3.02
9155443,3.3
5828570,2.47
3233970,2.95
9775033,3.24
8018965,2.97
8090669,2.87
3459374,2.92
3224097,2.79
3137064,2.96
3918403,2.61
2554474,2.84
2346876,3.11
3334448,3.09
8626424,2.86
4029801,2.72
7672011,3.28
5968768,2.97
9671405,3.1
7057708,3.09
1466300,2.88
3365894,2.98
5693532,3.06
2680987,2.76
4222568,3.35
8063660,3.54
6364583,2.87
5284741,2.44
8733635,2.53
3808849,3.19
5149580,3.08
5873997,2.56
7326328,2.39
5370045,3.23
9213436,3.49
1988075,3.18
8799416,2.85
3278214,2.72
2903169,3.46
3905745,2.91
3795348,2.47
5423297,2.56
4342871,3.22
9092250,2.92
1239359,2.99
4622816,2.54
1541982,3.15
1117852,3.27
3162460,3.02
3797667,2.92
1535015,2.8
3396934,2.99
9417993,3.2
6182999,3.29
7714954,2.47
1307764,2.27
6868021,2.74
7808358,2.85
6299416,2.88
8535082,2.58
9918718,2.86
7222015,2.93
1809518,3.24
4689221,3.12
1937929,3.05
2062694,2.71
9648120,3.12
1971314,2.93
9862326,3.13
1362404,2.98
1617335,2.79
3183101,3.27
1160065,2.6
1112605,2.61
6226194,3.06
7595627,2.84
5271905,2.62
5494973,2.98
3567844,2.84
2630307,2.59
9304756,2.93
1718790,3.29
6562900,2.99
4673815,2.32
7491343,3.23
2561233,2.25
6511228,3.15
3777502,3.1
4686539,3.02
1300333,2.44
9390652,3.2
8239955,2.92
6326125,3.12
7737943,2.51
4777896,2.54
3452293,3.06
1421678,2.9
5416461,3.02
5900446,2.57
1730481,3.08
3556267,2.94
7653387,2.65
4578328,2.86
